"Time (EpSec)","Lat (deg)","Lon (deg)","Alt (km)","Lat Rate (deg/sec)","Lon Rate (deg/sec)","Alt Rate (km/sec)"
23940.000,47.669,135.939,417.658335,-0.025965,0.083560,-0.013077
24000.000,45.995,140.795,416.826448,-0.029763,0.078295,-0.014618
24060.000,44.106,145.336,415.908506,-0.033117,0.073061,-0.015941
24120.000,42.029,149.567,414.918340,-0.036051,0.068036,-0.017022
24180.000,39.788,153.506,413.871063,-0.038600,0.063339,-0.017842
24240.000,37.404,157.176,412.782807,-0.040803,0.059036,-0.018386
24300.000,34.898,160.599,411.670453,-0.042699,0.055156,-0.018644
24360.000,32.286,163.803,410.551328,-0.044325,0.051702,-0.018611
24420.000,29.583,166.812,409.442910,-0.045715,0.048661,-0.018288
24480.000,26.804,169.650,408.362518,-0.046898,0.046011,-0.017678
24540.000,23.959,172.340,407.327006,-0.047899,0.043727,-0.016794
24600.000,21.059,174.904,406.352465,-0.048739,0.041782,-0.015649
24660.000,18.113,177.361,405.453938,-0.049436,0.040151,-0.014264
24720.000,15.129,179.728,404.645148,-0.050004,0.038812,-0.012662
24780.000,12.115,-177.977,403.938257,-0.050454,0.037744,-0.010872
24840.000,9.077,-175.738,403.343647,-0.050795,0.036933,-0.008925
24900.000,6.022,-173.540,402.869735,-0.051034,0.036365,-0.006855
24960.000,2.955,-171.369,402.522827,-0.051175,0.036032,-0.004698
25020.000,-0.117,-169.211,402.307008,-0.051221,0.035928,-0.002491
25080.000,-3.189,-167.053,402.224074,-0.051172,0.036053,-0.000275
25140.000,-6.256,-164.880,402.273508,-0.051029,0.036408,0.001915
25200.000,-9.311,-162.679,402.452500,-0.050786,0.036998,0.004038
25260.000,-12.348,-160.436,402.756006,-0.050441,0.037833,0.006059
25320.000,-15.362,-158.134,403.176856,-0.049987,0.038925,0.007944
25380.000,-18.344,-155.759,403.705892,-0.049413,0.040291,0.009660
25440.000,-21.289,-153.294,404.332152,-0.048709,0.041952,0.011180
25500.000,-24.187,-150.719,405.043079,-0.047859,0.043929,0.012479
25560.000,-27.029,-148.015,405.824762,-0.046847,0.046248,0.013536
25620.000,-29.804,-145.162,406.662205,-0.045650,0.048936,0.014335
25680.000,-32.502,-142.135,407.539604,-0.044242,0.052019,0.014866
25740.000,-35.109,-138.911,408.440644,-0.042595,0.055518,0.015123
25800.000,-37.608,-135.464,409.348806,-0.040673,0.059446,0.015104
25860.000,-39.983,-131.769,410.247667,-0.038440,0.063796,0.014814
25920.000,-42.214,-127.801,411.121199,-0.035856,0.068539,0.014261
25980.000,-44.278,-123.538,411.954068,-0.032882,0.073602,0.013461
26040.000,-46.151,-118.965,412.731897,-0.029483,0.078863,0.012430
26100.000,-47.807,-114.074,413.441536,-0.025637,0.084136,0.011192
26160.000,-49.219,-108.873,414.071281,-0.021338,0.089164,0.009772
26220.000,-50.359,-103.385,414.611090,-0.016611,0.093638,0.008199
26280.000,-51.204,-97.655,415.052748,-0.011510,0.097217,0.006506
26340.000,-51.735,-91.744,415.390009,-0.006128,0.099585,0.004725
26400.000,-51.937,-85.733,415.618700,-0.000589,0.100511,0.002892
26460.000,-51.805,-79.713,415.736784,0.004965,0.099898,0.001044
26520.000,-51.344,-73.775,415.744385,0.010389,0.097810,-0.000784
26580.000,-50.564,-68.001,415.643778,0.015554,0.094455,-0.002557
26640.000,-49.484,-62.460,415.439335,0.020362,0.090137,-0.004240
26700.000,-48.129,-57.197,415.137435,0.024749,0.085194,-0.005800
26760.000,-46.523,-52.242,414.746337,0.028685,0.079947,-0.007208
26820.000,-44.695,-47.604,414.276021,0.032172,0.074665,-0.008437
26880.000,-42.671,-43.279,413.737993,0.035227,0.069547,-0.009462
26940.000,-40.476,-39.253,413.145068,0.037885,0.064730,-0.010264
27000.000,-38.132,-35.504,412.511120,0.040184,0.060294,-0.010827
27060.000,-35.660,-32.009,411.850819,0.042163,0.056276,-0.011141
27120.000,-33.078,-28.742,411.179352,0.043860,0.052688,-0.011199
27180.000,-30.402,-25.678,410.512126,0.045312,0.049519,-0.011000
27240.000,-27.645,-22.792,409.864477,0.046547,0.046749,-0.010547
27300.000,-24.820,-20.061,409.251369,0.047593,0.044353,-0.009850
27360.000,-21.937,-17.463,408.687105,0.048473,0.042306,-0.008922
27420.000,-19.006,-14.978,408.185050,0.049204,0.040579,-0.007780
27480.000,-16.036,-12.587,407.757362,0.049803,0.039151,-0.006447
27540.000,-13.033,-10.274,407.414759,0.050280,0.038000,-0.004948
27600.000,-10.004,-8.022,407.166299,0.050647,0.037109,-0.003314
27660.000,-6.957,-5.816,407.019202,0.050911,0.036465,-0.001575
27720.000,-3.897,-3.641,406.978698,0.051076,0.036058,0.000234
27780.000,-0.830,-1.484,407.047922,0.051146,0.035880,0.002077
27840.000,2.239,0.669,407.227839,0.051122,0.035931,0.003917
27900.000,5.303,2.832,407.517219,0.051004,0.036209,0.005719
27960.000,8.357,5.019,407.912651,0.050790,0.036721,0.007446
28020.000,11.396,7.243,408.408598,0.050475,0.037472,0.009064
28080.000,14.412,9.520,408.997494,0.050054,0.038476,0.010539
28140.000,17.400,11.866,409.669880,0.049519,0.039747,0.011842
28200.000,20.352,14.296,410.414576,0.048858,0.041303,0.012946
28260.000,23.260,16.828,411.218885,0.048058,0.043167,0.013826
28320.000,26.116,19.482,412.068826,0.047103,0.045364,0.014464
28380.000,28.909,22.279,412.949392,0.045972,0.047919,0.014845
28440.000,31.628,25.240,413.844822,0.044641,0.050858,0.014958
28500.000,34.261,28.390,414.738896,0.043082,0.054206,0.014799
28560.000,36.793,31.753,415.615228,0.041262,0.057977,0.014367
28620.000,39.207,35.356,416.457567,0.039146,0.062174,0.013667
28680.000,41.484,39.222,417.250097,0.036694,0.066775,0.012709
28740.000,43.603,43.376,417.977722,0.033867,0.071725,0.011506
28800.000,45.540,47.834,418.626343,0.030628,0.076922,0.010079
28860.000,47.269,52.608,419.183118,0.026950,0.082201,0.008449
28920.000,48.765,57.696,419.636693,0.022821,0.087333,0.006643
28980.000,49.999,63.079,419.977414,0.018253,0.092026,0.004692
29040.000,50.947,68.723,420.197503,0.013289,0.095946,0.002628
29100.000,51.587,74.571,420.291205,0.008009,0.098765,0.000485
29160.000,51.904,80.548,420.254899,0.002525,0.100217,-0.001699
29220.000,51.889,86.566,420.087169,-0.003025,0.100152,-0.003889
29280.000,51.542,92.536,419.788843,-0.008498,0.098579,-0.006046
29340.000,50.873,98.369,419.362985,-0.013756,0.095656,-0.008134
29400.000,49.898,103.993,418.814852,-0.018691,0.091658,-0.010116
29460.000,48.639,109.353,418.151816,-0.023226,0.086917,-0.011959
29520.000,47.120,114.415,417.383245,-0.027320,0.081763,-0.013629
29580.000,45.369,119.162,416.520345,-0.030963,0.076484,-0.015098
29640.000,43.413,123.595,415.575979,-0.034170,0.071305,-0.016341
29700.000,41.277,127.724,414.564446,-0.036967,0.066382,-0.017334
29760.000,38.984,131.568,413.501238,-0.039393,0.061815,-0.018061
29820.000,36.556,135.150,412.402778,-0.041486,0.057656,-0.018507
29880.000,34.012,138.495,411.286132,-0.043286,0.053923,-0.018666
29940.000,31.367,141.629,410.168714,-0.044827,0.050612,-0.018533
30000.000,28.637,144.577,409.067983,-0.046143,0.047708,-0.018110
30060.000,25.834,147.362,408.001130,-0.047261,0.045187,-0.017405
30120.000,22.969,150.006,406.984783,-0.048205,0.043022,-0.016429
30180.000,20.053,152.531,406.034704,-0.048994,0.041188,-0.015199
30240.000,17.093,154.955,405.165511,-0.049645,0.039660,-0.013737
30300.000,14.098,157.296,404.390419,-0.050171,0.038416,-0.012067
30360.000,11.075,159.570,403.721000,-0.050583,0.037438,-0.010220
30420.000,8.030,161.793,403.166981,-0.050888,0.036711,-0.008226
30480.000,4.970,163.980,402.736070,-0.051093,0.036224,-0.006122
30540.000,1.901,166.145,402.433820,-0.051201,0.035971,-0.003944
30600.000,-1.172,168.301,402.263535,-0.051215,0.035945,-0.001730
30660.000,-4.243,170.463,402.226218,-0.051134,0.036149,0.000482
30720.000,-7.306,172.644,402.320562,-0.050957,0.036583,0.002653
30780.000,-10.356,174.858,402.542978,-0.050680,0.037256,0.004745
30840.000,-13.386,177.119,402.887681,-0.050298,0.038178,0.006723
30900.000,-16.390,179.444,403.346800,-0.049804,0.039362,0.008554
30960.000,-19.360,-178.152,403.910534,-0.049187,0.040827,0.010206
31020.000,-22.289,-175.650,404.567350,-0.048434,0.042593,0.011652
31080.000,-25.169,-173.034,405.304196,-0.047531,0.044685,0.012870
31140.000,-27.990,-170.281,406.106760,-0.046458,0.047128,0.013840
31200.000,-30.740,-167.371,406.959733,-0.045192,0.049949,0.014548
31260.000,-33.408,-164.279,407.847104,-0.043705,0.053173,0.014985
31320.000,-35.980,-160.982,408.752453,-0.041968,0.056818,0.015147
31380.000,-38.439,-157.453,409.659259,-0.039944,0.060893,0.015034
31440.000,-40.766,-153.666,410.551202,-0.037595,0.065383,0.014653
31500.000,-42.943,-149.599,411.412460,-0.034881,0.070246,0.014014
31560.000,-44.944,-145.231,412.227997,-0.031764,0.075394,0.013132
31620.000,-46.746,-140.549,412.983830,-0.028213,0.080683,0.012027
31680.000,-48.321,-135.550,413.667280,-0.024211,0.085904,0.010723
31740.000,-49.642,-130.247,414.267193,-0.019762,0.090780,0.009247
31800.000,-50.684,-124.670,414.774135,-0.014898,0.094985,0.007630
31860.000,-51.423,-118.869,415.180555,-0.009688,0.098181,0.005902
31920.000,-51.841,-112.915,415.480907,-0.004237,0.100074,0.004100
31980.000,-51.929,-106.891,415.671746,0.001323,0.100474,0.002258
32040.000,-51.683,-100.889,415.751777,0.006849,0.099340,0.000412
32100.000,-51.111,-94.998,415.721866,0.012197,0.096788,-0.001401
32160.000,-50.226,-89.298,415.585015,0.017249,0.093064,-0.003147
32220.000,-49.049,-83.847,415.346298,0.021918,0.088493,-0.004791
32280.000,-47.604,-78.688,415.012754,0.026152,0.083412,-0.006302
32340.000,-45.919,-73.842,414.593254,0.029932,0.078126,-0.007652
32400.000,-44.021,-69.312,414.098324,0.033268,0.072881,-0.008813
32460.000,-41.936,-65.092,413.539946,0.036183,0.067855,-0.009763
32520.000,-39.687,-61.163,412.931328,0.038713,0.063162,-0.010485
32580.000,-37.297,-57.504,412.286647,0.040897,0.058866,-0.010963
32640.000,-34.786,-54.091,411.620783,0.042775,0.054996,-0.011190
32700.000,-32.170,-50.896,410.949032,0.044385,0.051553,-0.011159
32760.000,-29.464,-47.896,410.286811,0.045759,0.048524,-0.010872
32820.000,-26.683,-45.066,409.649361,0.046926,0.045886,-0.010335
32880.000,-23.837,-42.382,409.051451,0.047913,0.043613,-0.009557
32940.000,-20.936,-39.825,408.507093,0.048740,0.041678,-0.008553
33000.000,-17.991,-37.375,408.029266,0.049424,0.040056,-0.007342
33060.000,-15.008,-35.013,407.629660,0.049980,0.038725,-0.005949
33120.000,-11.995,-32.722,407.318445,0.050419,0.037666,-0.004401
33180.000,-8.960,-30.488,407.104067,0.050749,0.036861,-0.002727
33240.000,-5.908,-28.294,406.993078,0.050978,0.036299,-0.000960
33300.000,-2.844,-26.127,406.990000,0.051110,0.035971,0.000864
33360.000,0.224,-23.973,407.097227,0.051148,0.035872,0.002711
33420.000,3.291,-21.818,407.314973,0.051092,0.036001,0.004542
33480.000,6.353,-19.648,407.641255,0.050941,0.036358,0.006322
33540.000,9.403,-17.450,408.071923,0.050693,0.036951,0.008016
33600.000,12.434,-15.209,408.600731,0.050343,0.037788,0.009588
33660.000,15.442,-12.911,409.219447,0.049884,0.038881,0.011008
33720.000,18.418,-10.538,409.917999,0.049307,0.040248,0.012245
33780.000,21.356,-8.075,410.684662,0.048600,0.041907,0.013274
33840.000,24.247,-5.503,411.506270,0.047749,0.043883,0.014073
33900.000,27.082,-2.802,412.368460,0.046735,0.046199,0.014624
33960.000,29.852,0.048,413.255935,0.045539,0.048883,0.014914
34020.000,32.543,3.071,414.152743,0.044133,0.051960,0.014934
34080.000,35.143,6.292,415.042572,0.042488,0.055452,0.014681
34140.000,37.636,9.734,415.909050,0.040571,0.059370,0.014156
34200.000,40.005,13.425,416.736042,0.038344,0.063710,0.013366
34260.000,42.230,17.387,417.507947,0.035768,0.068439,0.012323
34320.000,44.289,21.644,418.209980,0.032803,0.073488,0.011040
34380.000,46.158,26.210,418.828447,0.029416,0.078735,0.009541
34440.000,47.810,31.092,419.350991,0.025583,0.083993,0.007847
34500.000,49.219,36.284,419.766819,0.021301,0.089010,0.005988
34560.000,50.358,41.762,420.066904,0.016590,0.093476,0.003995
34620.000,51.202,47.484,420.244146,0.011507,0.097054,0.001899
34680.000,51.733,53.385,420.293514,0.006143,0.099428,-0.000262
34740.000,51.936,59.386,420.212136,0.000620,0.100368,-0.002453
34800.000,51.807,65.398,419.999366,-0.004920,0.099777,-0.004635
34860.000,51.348,71.330,419.656800,-0.010333,0.097715,-0.006773
34920.000,50.572,77.099,419.188262,-0.015492,0.094388,-0.008828
34980.000,49.497,82.637,418.599748,-0.020296,0.090097,-0.010766
35040.000,48.145,87.898,417.899329,-0.024682,0.085178,-0.012553
35100.000,46.544,92.853,417.097023,-0.028621,0.079952,-0.014158
35160.000,44.719,97.491,416.204628,-0.032112,0.074686,-0.015552
35220.000,42.699,101.818,415.235526,-0.035174,0.069580,-0.016711
35280.000,40.506,105.847,414.204453,-0.037840,0.064771,-0.017614
35340.000,38.165,109.598,413.127254,-0.040147,0.060340,-0.018246
35400.000,35.695,113.096,412.020602,-0.042135,0.056326,-0.018594
35460.000,33.115,116.366,410.901720,-0.043842,0.052739,-0.018653
35520.000,30.439,119.433,409.788069,-0.045303,0.049571,-0.018420
35580.000,27.682,122.322,408.697053,-0.046548,0.046801,-0.017900
35640.000,24.857,125.057,407.645703,-0.047603,0.044405,-0.017100
35700.000,21.973,127.658,406.650381,-0.048492,0.042357,-0.016035
35760.000,19.041,130.146,405.726489,-0.049232,0.040630,-0.014722
35820.000,16.068,132.539,404.888190,-0.049839,0.039202,-0.013186
35880.000,13.063,134.856,404.148160,-0.050325,0.038051,-0.011451
35940.000,10.031,137.111,403.517361,-0.050699,0.037160,-0.009550
36000.000,6.981,139.320,403.004843,-0.050970,0.036517,-0.007515
36060.000,3.917,141.498,402.617588,-0.051141,0.036111,-0.005381
36120.000,0.846,143.658,402.360385,-0.051217,0.035936,-0.003186
36180.000,-2.227,145.814,402.235753,-0.051198,0.035989,-0.000968
36240.000,-5.296,147.981,402.243900,-0.051084,0.036271,0.001234
36300.000,-8.355,150.172,402.382729,-0.050873,0.036787,0.003382
36360.000,-11.399,152.400,402.647887,-0.050561,0.037544,0.005439
36420.000,-14.420,154.682,403.032858,-0.050142,0.038554,0.007370
36480.000,-17.413,157.032,403.529089,-0.049606,0.039833,0.009142
36540.000,-20.371,159.468,404.126160,-0.048944,0.041398,0.010727
36600.000,-23.284,162.006,404.811991,-0.048142,0.043274,0.012097
36660.000,-26.145,164.667,405.573068,-0.047183,0.045483,0.013231
36720.000,-28.942,167.471,406.394705,-0.046046,0.048053,0.014113
36780.000,-31.666,170.441,407.261319,-0.044708,0.051009,0.014729
36840.000,-34.303,173.601,408.156724,-0.043139,0.054376,0.015072
36900.000,-36.837,176.975,409.064432,-0.041307,0.058169,0.015139
36960.000,-39.254,-179.411,409.967956,-0.039176,0.062389,0.014933
37020.000,-41.532,-175.530,410.851114,-0.036706,0.067014,0.014462
37080.000,-43.651,-171.362,411.698323,-0.033858,0.071987,0.013737
37140.000,-45.586,-166.887,412.494879,-0.030595,0.077203,0.012777
37200.000,-47.313,-162.096,413.227219,-0.026891,0.082496,0.011601
37260.000,-48.804,-156.991,413.883165,-0.022733,0.087633,0.010235
37320.000,-50.032,-151.589,414.452132,-0.018136,0.092316,0.008706
37380.000,-50.973,-145.928,414.925316,-0.013144,0.096212,0.007047
37440.000,-51.603,-140.066,415.295842,-0.007838,0.098990,0.005290
37500.000,-51.909,-134.077,415.558879,-0.002334,0.100385,0.003470
37560.000,-51.882,-128.050,415.711714,0.003232,0.100255,0.001623
37620.000,-51.523,-122.077,415.753794,0.008711,0.098613,-0.000216
37680.000,-50.841,-116.244,415.686726,0.013970,0.095626,-0.002010
37740.000,-49.853,-110.623,415.514230,0.018899,0.091573,-0.003724
37800.000,-48.582,-105.270,415.242068,0.023422,0.086790,-0.005326
37860.000,-47.052,-100.216,414.877928,0.027501,0.081607,-0.006785
37920.000,-45.291,-95.479,414.431268,0.031127,0.076311,-0.008073
37980.000,-43.325,-91.057,413.913139,0.034314,0.071124,-0.009164
38040.000,-41.181,-86.939,413.335970,0.037093,0.066202,-0.010037
38100.000,-38.882,-83.106,412.713331,0.039499,0.061640,-0.010677
38160.000,-36.448,-79.534,412.059674,0.041574,0.057489,-0.011070
38220.000,-33.898,-76.198,411.390052,0.043356,0.053767,-0.011208
38280.000,-31.250,-73.073,410.719838,0.044881,0.050468,-0.011089
38340.000,-28.517,-70.134,410.064420,0.046181,0.047575,-0.010716
38400.000,-25.712,-67.357,409.438912,0.047284,0.045066,-0.010094
38460.000,-22.847,-64.719,408.857854,0.048214,0.042912,-0.009236
38520.000,-19.930,-62.201,408.334933,0.048990,0.041087,-0.008159
38580.000,-16.970,-59.782,407.882714,0.049628,0.039568,-0.006884
38640.000,-13.977,-57.447,407.512390,0.050143,0.038332,-0.005434
38700.000,-10.956,-55.177,407.233560,0.050544,0.037361,-0.003839
38760.000,-7.914,-52.958,407.054038,0.050839,0.036641,-0.002129
38820.000,-4.857,-50.776,406.979691,0.051035,0.036160,-0.000339
38880.000,-1.791,-48.615,407.014321,0.051134,0.035911,0.001497
38940.000,1.277,-46.462,407.159576,0.051139,0.035891,0.003343
39000.000,4.343,-44.303,407.414917,0.051051,0.036097,0.005161
39060.000,7.402,-42.125,407.777611,0.050868,0.036535,0.006915
39120.000,10.446,-39.914,408.242779,0.050585,0.037210,0.008571
39180.000,13.470,-37.655,408.803477,0.050198,0.038133,0.010094
39240.000,16.467,-35.333,409.450824,0.049700,0.039319,0.011454
39300.000,19.431,-32.931,410.174158,0.049079,0.040783,0.012623
39360.000,22.354,-30.433,410.961233,0.048325,0.042549,0.013575
39420.000,25.227,-27.819,411.798446,0.047420,0.044638,0.014291
39480.000,28.041,-25.069,412.671080,0.046346,0.047078,0.014754
39540.000,30.785,-22.162,413.563581,0.045081,0.049894,0.014952
39600.000,33.446,-19.074,414.459841,0.043597,0.053112,0.014878
39660.000,36.012,-15.780,415.343494,0.041863,0.056749,0.014531
39720.000,38.464,-12.256,416.198214,0.039843,0.060813,0.013915
39780.000,40.786,-8.474,417.008017,0.037501,0.065292,0.013036
39840.000,42.957,-4.413,417.757552,0.034795,0.070142,0.011908
39900.000,44.954,-0.052,418.432377,0.031689,0.075275,0.010549
39960.000,46.751,4.623,419.019232,0.028151,0.080550,0.008980
40020.000,48.323,9.613,419.506271,0.024163,0.085757,0.007226
40080.000,49.642,14.907,419.883287,0.019730,0.090622,0.005318
40140.000,50.682,20.474,420.141898,0.014883,0.094821,0.003285
40200.000,51.421,26.265,420.275700,0.009692,0.098018,0.001163
40260.000,51.840,32.211,420.280394,0.004258,0.099921,-0.001012
40320.000,51.929,38.226,420.153868,-0.001288,0.100338,-0.003205
40380.000,51.686,44.220,419.896245,-0.006800,0.099227,-0.005376
40440.000,51.117,50.105,419.509890,-0.012139,0.096702,-0.007490
40500.000,50.236,55.801,418.999381,-0.017185,0.093007,-0.009509
40560.000,49.062,61.249,418.371438,-0.021851,0.088462,-0.011398
40620.000,47.622,66.407,417.634818,-0.026086,0.083404,-0.013126
40680.000,45.941,71.253,416.800170,-0.029870,0.078137,-0.014661
40740.000,44.047,75.784,415.879859,-0.033210,0.072907,-0.015977
40800.000,41.964,80.006,414.887759,-0.036132,0.067890,-0.017051
40860.000,39.718,83.937,413.839017,-0.038670,0.063204,-0.017862
40920.000,37.331,87.599,412.749793,-0.040864,0.058914,-0.018398
40980.000,34.821,91.015,411.636983,-0.042751,0.055046,-0.018647
41040.000,32.206,94.213,410.517925,-0.044370,0.051605,-0.018606
41100.000,29.501,97.216,409.410095,-0.045753,0.048576,-0.018274
41160.000,26.720,100.050,408.330804,-0.046930,0.045938,-0.017656
41220.000,23.873,102.736,407.296887,-0.047926,0.043664,-0.016763
41280.000,20.972,105.296,406.324409,-0.048762,0.041729,-0.015611
41340.000,18.025,107.750,405.428374,-0.049455,0.040107,-0.014219
41400.000,15.040,110.115,404.622465,-0.050019,0.038776,-0.012611
41460.000,12.025,112.408,403.918792,-0.050465,0.037716,-0.010816
41520.000,8.986,114.646,403.327681,-0.050804,0.036912,-0.008865
41580.000,5.930,116.843,402.857488,-0.051039,0.036352,-0.006791
41640.000,2.863,119.013,402.514454,-0.051178,0.036025,-0.004632
41700.000,-0.209,121.170,402.302596,-0.051221,0.035929,-0.002425
41760.000,-3.281,123.329,402.223641,-0.051169,0.036060,-0.000208
41820.000,-6.348,125.502,402.277003,-0.051023,0.036422,0.001979
41880.000,-9.402,127.704,402.459804,-0.050778,0.037019,0.004100
41940.000,-12.439,129.949,402.766935,-0.050430,0.037861,0.006118
42000.000,-15.451,132.253,403.191164,-0.049971,0.038962,0.007998
42060.000,-18.433,134.630,403.723277,-0.049394,0.040337,0.009709
